"alpha_hat","beta_1_hat","beta_2_hat","alpha_se","beta_1_se","beta_2_se","method","n_obs","p_c","alpha","beta_1","beta_2","model","index"
0.508613333744231,0.262913328983753,-0.236397435816817,0.178495977595002,0.0966572983019484,0.0942006822397263,"itt",200,0.6,1,0.5,-0.7,"logit",1
1.81075364227135,0.365254087689051,-0.660390878302047,0.222137369586746,0.1078225763695,0.12153876811111,"pp",200,0.6,1,0.5,-0.7,"logit",1
1.47553944311286,0.512288176134787,-1.39301978875176,0.407514019929416,0.316721672743586,0.675194698214829,"iv",200,0.6,1,0.5,-0.7,"logit",1
0.345272678181207,0.234305303917094,-0.291192068457671,0.180732819238805,0.0992992453182859,0.0912586854293301,"itt",200,0.6,1,0.5,-0.7,"logit",2
1.28769481838384,0.349636122415593,-0.538969462533623,0.21962329048837,0.116354085537118,0.140630950528458,"pp",200,0.6,1,0.5,-0.7,"logit",2
1.00014487348698,0.464125025301205,-1.11885157326126,0.653047427016209,0.579127699272217,0.685564911019362,"iv",200,0.6,1,0.5,-0.7,"logit",2
0.451733909649038,0.25369963772068,-0.237718031340939,0.175460963809004,0.0938777006149873,0.0892977744079643,"itt",200,0.6,1,0.5,-0.7,"logit",3
1.39280101416611,0.504890232876735,-0.440675217502603,0.216956042966933,0.112333645325946,0.104787297432052,"pp",200,0.6,1,0.5,-0.7,"logit",3
1.26706073453971,0.86981251259331,-0.837435854345526,0.483329618082732,0.412860716254555,0.394121539327942,"iv",200,0.6,1,0.5,-0.7,"logit",3
0.620307492027631,0.318165141108504,-0.21291752189195,0.179780420783349,0.0783000691808343,0.100726294172976,"itt",200,0.6,1,0.5,-0.7,"logit",4
1.46185665260967,0.342284681576805,-0.32843585559449,0.229198109433805,0.0939007600067929,0.124773762246034,"pp",200,0.6,1,0.5,-0.7,"logit",4
1.19474108309784,0.389603499078284,-0.458093662007951,0.319368369711841,0.144149721421724,0.206421136634247,"iv",200,0.6,1,0.5,-0.7,"logit",4
0.451283182668692,0.119048002923961,-0.174413596087275,0.168420803408979,0.0829150110221098,0.0888855308066968,"itt",200,0.6,1,0.5,-0.7,"logit",5
1.32059804163949,0.381793714856781,-0.416820699148879,0.229870856879955,0.0937377694725782,0.12140006537205,"pp",200,0.6,1,0.5,-0.7,"logit",5
1.12466252332183,1.12584136947434,-1.24820393838694,0.61190356439519,0.729653850556608,0.912224044132783,"iv",200,0.6,1,0.5,-0.7,"logit",5
0.515676329500448,0.131386512223905,-0.246241744279332,0.174396294931296,0.0971061620456959,0.0901857572556732,"itt",200,0.6,1,0.5,-0.7,"logit",6
1.2550574825003,0.42491124015952,-0.574631325270804,0.192015550533223,0.1124501235253,0.122138701313284,"pp",200,0.6,1,0.5,-0.7,"logit",6
1.27555865895628,1.67265436721127,-1.68137357405166,0.651145056274211,1.45174910129793,1.40921832949995,"iv",200,0.6,1,0.5,-0.7,"logit",6
0.159459144604177,0.270651921619434,-0.0670417886591211,0.166940286955784,0.0959222833088297,0.0851756118968707,"itt",200,0.6,1,0.5,-0.7,"logit",7
1.10391204030552,0.321218847554347,-0.202566181622481,0.204274650976254,0.119405295992429,0.099045900141962,"pp",200,0.6,1,0.5,-0.7,"logit",7
0.401864741746759,0.492602189808594,-0.228575902864615,0.391893446027406,0.292091059049594,0.178974699465458,"iv",200,0.6,1,0.5,-0.7,"logit",7
0.449756447459911,0.262565670325946,-0.430177057888649,0.177355409055594,0.0864223595840728,0.0936948507704856,"itt",200,0.6,1,0.5,-0.7,"logit",8
1.33760583231325,0.323399408405473,-0.442495941251571,0.230105320436952,0.0976987354268049,0.12468123416017,"pp",200,0.6,1,0.5,-0.7,"logit",8
0.85397679205057,0.452742382152219,-0.464729177170213,0.338306747805146,0.184620380613501,0.223116665066912,"iv",200,0.6,1,0.5,-0.7,"logit",8
0.269494519455243,0.088523360087806,-0.272377648006467,0.171772482381953,0.0844317923977904,0.0965176417375155,"itt",200,0.6,1,0.5,-0.7,"logit",9
1.00499851210741,0.303703125023139,-0.379441261529621,0.202772846324276,0.09005180064819,0.110441923439382,"pp",200,0.6,1,0.5,-0.7,"logit",9
0.487483254011087,0.671461290105918,-0.348293668996092,0.389262782551776,0.292038609415139,0.200801538185193,"iv",200,0.6,1,0.5,-0.7,"logit",9
