"alpha_hat","beta_1_hat","beta_2_hat","alpha_se","beta_1_se","beta_2_se","method","n_obs","p_c","alpha","beta_1","beta_2","model","index"
1.03740919338283,0.404968059071861,-0.496225775138597,0.194127327484806,0.0915076276303173,0.0993709733593288,"pp",200,0.8,1,0.5,-0.7,"logit",22
0.934398778628782,0.612120010429816,-0.569954019536126,0.267112856162898,0.192887943033331,0.152988136836839,"iv",200,0.8,1,0.5,-0.7,"logit",22
0.568631585672237,0.433018121870106,-0.582282654949919,0.189316422672413,0.0841619811563263,0.0983216418024112,"itt",200,0.8,1,0.5,-0.7,"logit",23
0.940388275473593,0.531727031811545,-0.684676144315814,0.204270136339723,0.0889948334917073,0.106017426389443,"pp",200,0.8,1,0.5,-0.7,"logit",23
0.790389282513572,0.612400778534715,-0.763360176422723,0.234805588048087,0.12485431215294,0.148967108218156,"iv",200,0.8,1,0.5,-0.7,"logit",23
0.874703907831636,0.556480540892724,-0.530957271175902,0.178610440043352,0.0890937070810657,0.105491257104657,"itt",200,0.8,1,0.5,-0.7,"logit",24
1.2362165604514,0.631963609640631,-0.629539585943277,0.186831124518273,0.0940849418915903,0.118739308662991,"pp",200,0.8,1,0.5,-0.7,"logit",24
1.16450511412149,0.707394787703016,-0.715815178813191,0.236030769214954,0.134966670711195,0.158495905131138,"iv",200,0.8,1,0.5,-0.7,"logit",24
0.516957610711506,0.210530507300345,-0.556825667343123,0.177217929765554,0.0811202158771884,0.099623347012354,"itt",200,0.8,1,0.5,-0.7,"logit",25
1.04030934379058,0.287575370829346,-0.641671423849833,0.207549459502133,0.100607957583466,0.110125305349338,"pp",200,0.8,1,0.5,-0.7,"logit",25
0.766310690800262,0.373828024238352,-0.727589830862383,0.26899217696117,0.164969724698123,0.189470800583024,"iv",200,0.8,1,0.5,-0.7,"logit",25
0.640449669570364,0.225334154646561,-0.3413749861343,0.176684921259476,0.0855694992366665,0.0907120860472417,"itt",200,0.8,1,0.5,-0.7,"logit",26
1.19744897062636,0.262991649700739,-0.386881912930821,0.207376445274354,0.0923953413896404,0.102043732116302,"pp",200,0.8,1,0.5,-0.7,"logit",26
0.938967455634338,0.250426897476868,-0.421653044467961,0.237154890568419,0.118668517700422,0.129167876810865,"iv",200,0.8,1,0.5,-0.7,"logit",26
0.501977949261378,0.566523805612242,-0.430420148950542,0.179490714118704,0.0958612415128066,0.094468662155539,"itt",200,0.8,1,0.5,-0.7,"logit",27
0.867770713660339,0.742986427679884,-0.641808051011533,0.195607441003452,0.111320895933039,0.116237457569497,"pp",200,0.8,1,0.5,-0.7,"logit",27
1.03621622946981,1.25588949748566,-1.19629718860734,0.457037224640343,0.435208655745866,0.4442418785874,"iv",200,0.8,1,0.5,-0.7,"logit",27
0.6655215393271,0.250118107882673,-0.503422060248683,0.182880383620177,0.0908145898123709,0.0962735960904916,"itt",200,0.8,1,0.5,-0.7,"logit",28
1.26401802056956,0.300803788341833,-0.668563964786785,0.207639249283488,0.102000147077729,0.113033745950346,"pp",200,0.8,1,0.5,-0.7,"logit",28
1.1167075120744,0.335972683724416,-0.89614360739077,0.281378625372177,0.143498822738311,0.226189696854045,"iv",200,0.8,1,0.5,-0.7,"logit",28
0.552481136064858,0.241923364130841,-0.46579717551474,0.175472087484419,0.101709204037901,0.115082848749188,"itt",200,0.8,1,0.5,-0.7,"logit",29
0.892243936762126,0.373867042122163,-0.553292440725097,0.194656745572515,0.10643536512223,0.118097406675603,"pp",200,0.8,1,0.5,-0.7,"logit",29
0.706856569460495,0.552019261623689,-0.676262921819437,0.239798526664671,0.196903206474642,0.190550222788798,"iv",200,0.8,1,0.5,-0.7,"logit",29
0.512990871996353,0.211775155569195,-0.431585099920242,0.177946193889969,0.0884845608301601,0.0847433276834084,"itt",200,0.8,1,0.5,-0.7,"logit",30
0.880424962699414,0.230027511008736,-0.542279811134571,0.194132005349581,0.0949775576372014,0.0911331749963042,"pp",200,0.8,1,0.5,-0.7,"logit",30
0.705784374129035,0.229803739799251,-0.666129956123336,0.251139411995471,0.125204617433645,0.13789388854257,"iv",200,0.8,1,0.5,-0.7,"logit",30
0.62079204102677,0.240826555165498,-0.143754609651211,0.177041487861421,0.0873578182232647,0.100364818546321,"itt",200,0.8,1,0.5,-0.7,"logit",31
1.19838584416794,0.268965706384659,-0.356443732672965,0.189917621754822,0.0954641287010218,0.10245645557331,"pp",200,0.8,1,0.5,-0.7,"logit",31
1.10631020222806,0.317614465022789,-0.636595685543255,0.25488564620664,0.136352408927664,0.268079169388735,"iv",200,0.8,1,0.5,-0.7,"logit",31
0.545663415575724,0.235835088924537,-0.311048497178198,0.173791024867737,0.0898144781422644,0.100405646058598,"itt",200,0.8,1,0.5,-0.7,"logit",32
1.18238957968314,0.391521408737502,-0.441368149843305,0.205672473669425,0.105850827576575,0.109044889558636,"pp",200,0.8,1,0.5,-0.7,"logit",32
0.828796960301029,0.589323647193087,-0.482318945431766,0.289943472661825,0.180521821802198,0.148901139506278,"iv",200,0.8,1,0.5,-0.7,"logit",32
0.750148372995341,0.341626979063998,-0.481198073759654,0.187745050737394,0.0779490870990766,0.1071821370649,"itt",200,0.8,1,0.5,-0.7,"logit",33
1.33518284181765,0.518736182108807,-0.638533335533972,0.202208455432083,0.0873918349944845,0.0963600432501751,"pp",200,0.8,1,0.5,-0.7,"logit",33
1.12668247361393,0.632769636510996,-0.711431284931917,0.231442501004044,0.13583668503276,0.146736647468622,"iv",200,0.8,1,0.5,-0.7,"logit",33
0.869325290609717,0.29597475265951,-0.306880327254389,0.181125441944321,0.0967426047404817,0.10378147235328,"itt",200,0.8,1,0.5,-0.7,"logit",34
1.16972284891641,0.351076526425747,-0.448824768392507,0.194077960921792,0.108708654356722,0.113727085682479,"pp",200,0.8,1,0.5,-0.7,"logit",34
1.09054215335401,0.374214021683034,-0.582058601246308,0.223873262734199,0.123472606038778,0.169722314777618,"iv",200,0.8,1,0.5,-0.7,"logit",34
0.726376926505657,0.27662088178436,-0.494237578453977,0.176053967755264,0.110160408449771,0.121506157036378,"itt",200,0.8,1,0.5,-0.7,"logit",35
1.15081700674001,0.281943107021818,-0.624240031053461,0.192815547489511,0.117967692458142,0.101744177409641,"pp",200,0.8,1,0.5,-0.7,"logit",35
1.03496865432717,0.301960845164633,-0.740175565205561,0.253120947480428,0.207065091669458,0.18616816040718,"iv",200,0.8,1,0.5,-0.7,"logit",35
0.584724588071861,0.271870839823389,-0.654357696981404,0.179379340803514,0.09050795155091,0.0906528257406716,"itt",200,0.8,1,0.5,-0.7,"logit",36
0.986708876116109,0.335968205873911,-0.762515363855131,0.193016604151332,0.0984196534909777,0.0935929143253355,"pp",200,0.8,1,0.5,-0.7,"logit",36
0.815860220996851,0.386771785489846,-0.864270854802282,0.239345838085812,0.13924523161283,0.139976858305472,"iv",200,0.8,1,0.5,-0.7,"logit",36
0.823211860243486,0.498075223144274,-0.237057887308131,0.182589728721064,0.0854508851045777,0.103426762438909,"itt",200,0.8,1,0.5,-0.7,"logit",37
1.16718114031279,0.485653862965384,-0.373246662511511,0.197000807091153,0.0930615793737986,0.105323627020285,"pp",200,0.8,1,0.5,-0.7,"logit",37
1.01955852637926,0.45800294590816,-0.484350203800372,0.219195185326449,0.107606374211533,0.155104274637354,"iv",200,0.8,1,0.5,-0.7,"logit",37
0.340644828135334,0.235339359760755,-0.348701757219651,0.173628414078472,0.0911031524612943,0.0860514771347324,"itt",200,0.8,1,0.5,-0.7,"logit",38
0.945599091166508,0.379284705127957,-0.513172250659916,0.20128582449355,0.09743875009037,0.0991704244380943,"pp",200,0.8,1,0.5,-0.7,"logit",38
0.606738229730999,0.480973591800105,-0.58887159227707,0.254530232509935,0.156050041497388,0.138344331556301,"iv",200,0.8,1,0.5,-0.7,"logit",38
0.646554827437438,0.20213808768175,-0.379343809489437,0.179322802757687,0.0995329256783838,0.113908794256633,"itt",200,0.8,1,0.5,-0.7,"logit",39
1.17581276705178,0.3360313863514,-0.669406163013361,0.209297651384025,0.120827983433971,0.126364886583656,"pp",200,0.8,1,0.5,-0.7,"logit",39
1.05698189666669,0.508643474095278,-1.09421072513225,0.268495246858059,0.22394018845224,0.366956747393107,"iv",200,0.8,1,0.5,-0.7,"logit",39
0.651520493086296,0.414091105063925,-0.60685083686564,0.181132948543447,0.0844989862669027,0.0919204899499125,"itt",200,0.8,1,0.5,-0.7,"logit",40
1.02558598221889,0.458613953275353,-0.73956305641203,0.187113105210217,0.0939681267853063,0.103174063728546,"pp",200,0.8,1,0.5,-0.7,"logit",40
0.925532146533498,0.526937861401023,-0.85461037983025,0.226939939369062,0.123596373404041,0.140444968301531,"iv",200,0.8,1,0.5,-0.7,"logit",40
0.690158831637082,0.334690267769133,-0.446180311237128,0.180082404635795,0.0999615401792152,0.0964048156999235,"itt",200,0.8,1,0.5,-0.7,"logit",41
1.17505747023181,0.437951324627842,-0.616516831829382,0.194542491138342,0.0930702597927458,0.100345638302362,"pp",200,0.8,1,0.5,-0.7,"logit",41
0.979711466229243,0.531271592940502,-0.848078637245974,0.258426694509213,0.163230849365029,0.214005035864361,"iv",200,0.8,1,0.5,-0.7,"logit",41
0.770980130177306,0.338653020421612,-0.372333951922097,0.182246287986254,0.0807438775104998,0.10297387715345,"itt",200,0.8,1,0.5,-0.7,"logit",42
1.30290581489877,0.394366194289623,-0.528365150542376,0.193696173978864,0.0863094297056842,0.109155536287278,"pp",200,0.8,1,0.5,-0.7,"logit",42
1.22209166387603,0.492343563808217,-0.695351837612013,0.261603998674888,0.124153492017945,0.194206303446689,"iv",200,0.8,1,0.5,-0.7,"logit",42
0.91112928985912,0.446366666113237,-0.423858204173178,0.199436559321763,0.0976984045812556,0.110680556226406,"itt",200,0.8,1,0.5,-0.7,"logit",43
1.39724004240465,0.54590957478013,-0.571439030566938,0.22658218495068,0.116837585740121,0.114192862309241,"pp",200,0.8,1,0.5,-0.7,"logit",43
1.29339616037215,0.584927863698098,-0.672394108557131,0.255134614030585,0.136090402667768,0.157790431794469,"iv",200,0.8,1,0.5,-0.7,"logit",43
0.757732305122053,0.305439385756473,-0.637318925655882,0.175422497197451,0.0867677528760863,0.0918478251278468,"itt",200,0.8,1,0.5,-0.7,"logit",44
0.932116551547076,0.298320370197565,-0.690130262920924,0.180848805965664,0.0922256497823457,0.0931251415953746,"pp",200,0.8,1,0.5,-0.7,"logit",44
0.905457268836247,0.283677940572619,-0.733805216667416,0.20496218525884,0.0993501987386193,0.113454218423678,"iv",200,0.8,1,0.5,-0.7,"logit",44
0.77489230929023,0.343195581178506,-0.599853963273218,0.194171048763619,0.073085761747832,0.113561055207078,"itt",200,0.8,1,0.5,-0.7,"logit",45
1.19892773015542,0.385573170126113,-0.731707214506437,0.206856685323738,0.0810314802044398,0.122899801992253,"pp",200,0.8,1,0.5,-0.7,"logit",45
1.06422050069911,0.39577477121481,-0.817643906335042,0.251416927893898,0.103793166350486,0.163602659368509,"iv",200,0.8,1,0.5,-0.7,"logit",45
0.443514624816247,0.432178058176482,-0.265136966488902,0.182423067203683,0.0862955888027698,0.107198926733679,"itt",200,0.8,1,0.5,-0.7,"logit",46
0.936941735291426,0.454732283876649,-0.40704826611492,0.214260950760968,0.0971373493981163,0.125677060742832,"pp",200,0.8,1,0.5,-0.7,"logit",46
0.723208649464963,0.454071807036574,-0.493367904159361,0.263366882514902,0.111519240475115,0.167801452300048,"iv",200,0.8,1,0.5,-0.7,"logit",46
0.776625467990375,0.298522287146971,-0.376093190125802,0.195394064429608,0.0912658371172004,0.115230955179565,"itt",200,0.8,1,0.5,-0.7,"logit",47
1.40900268835559,0.488109397558804,-0.653891459752252,0.218071405251239,0.0984863356036688,0.122725647145158,"pp",200,0.8,1,0.5,-0.7,"logit",47
1.4276947884239,0.669445464271254,-1.04912652722702,0.321905141687344,0.196045278448652,0.3244622653918,"iv",200,0.8,1,0.5,-0.7,"logit",47
0.868746275748693,0.366107784801669,-0.522385012134497,0.184957983108277,0.0787883663386465,0.105215934418961,"itt",200,0.8,1,0.5,-0.7,"logit",48
1.20361381931983,0.408039225939477,-0.625033384287948,0.198999456252396,0.0889835090372973,0.108757719832133,"pp",200,0.8,1,0.5,-0.7,"logit",48
1.22830300058499,0.48107515544547,-0.783181182875118,0.270594372330368,0.122519050450287,0.18803149551448,"iv",200,0.8,1,0.5,-0.7,"logit",48
0.374859342343245,0.430642215446319,-0.412223340504039,0.174332582834987,0.0980888752191713,0.0822248599415535,"itt",200,0.8,1,0.5,-0.7,"logit",49
0.847867497044204,0.520250704656168,-0.524456724035968,0.187631672066161,0.105449754432781,0.0909377855384466,"pp",200,0.8,1,0.5,-0.7,"logit",49
0.577705572968286,0.648486895926002,-0.576721643183075,0.240427264562414,0.175825999912953,0.126024065277509,"iv",200,0.8,1,0.5,-0.7,"logit",49
0.690976685703159,0.409603782834128,-0.533697606106626,0.183188553851379,0.0992244478105962,0.110020051236629,"itt",200,0.8,1,0.5,-0.7,"logit",50
0.994862083131802,0.482553496220799,-0.568983405383645,0.197526000374982,0.104399699079323,0.119052668090121,"pp",200,0.8,1,0.5,-0.7,"logit",50
0.898240681528211,0.523174462198987,-0.599612057832835,0.217561243190349,0.13563488398262,0.145286761844858,"iv",200,0.8,1,0.5,-0.7,"logit",50
0.719975985958604,0.231923026647775,-0.333775889692909,0.181959909649813,0.094826262154646,0.0885518644430045,"itt",200,0.8,1,0.5,-0.7,"logit",51
1.28914012911778,0.378204793823307,-0.414858423144762,0.204758920818929,0.108163051133667,0.099992434467893,"pp",200,0.8,1,0.5,-0.7,"logit",51
1.11533442782491,0.463548640148353,-0.475596873755757,0.240302249818925,0.151326381523789,0.142431663072646,"iv",200,0.8,1,0.5,-0.7,"logit",51
0.507022179387042,0.354106956079814,-0.352635511072997,0.177022457940064,0.0975921160269072,0.0907299882063994,"itt",200,0.8,1,0.5,-0.7,"logit",52
1.05400375938671,0.462381133043446,-0.468934916950533,0.204217519013016,0.108711593917387,0.0970151321842613,"pp",200,0.8,1,0.5,-0.7,"logit",52
0.846493718520136,0.615911868822446,-0.594573889934304,0.262978539544991,0.222876018301574,0.153702253917759,"iv",200,0.8,1,0.5,-0.7,"logit",52
0.870209860637912,0.439923034504308,-0.412925722241232,0.174781348221807,0.091572319302474,0.109417724200817,"itt",200,0.8,1,0.5,-0.7,"logit",53
1.2202697144044,0.464327448855764,-0.503475044229725,0.190604610606709,0.0970392597606824,0.12182208211277,"pp",200,0.8,1,0.5,-0.7,"logit",53
1.10391556767776,0.437657067091017,-0.537764622738389,0.209480277902803,0.105385043686064,0.130127698261865,"iv",200,0.8,1,0.5,-0.7,"logit",53
0.695808660829475,0.391120600682187,-0.516293161186858,0.186623438710305,0.107891159306184,0.093326377239022,"itt",200,0.8,1,0.5,-0.7,"logit",54
1.40603818430256,0.621625056513915,-0.674138260815398,0.212939271627731,0.100537063096267,0.102807681754146,"pp",200,0.8,1,0.5,-0.7,"logit",54
1.3716189408777,0.920145840975637,-0.85956281797453,0.33274764202303,0.295832994462605,0.197474398731129,"iv",200,0.8,1,0.5,-0.7,"logit",54
0.678092216348119,0.320392961701014,-0.388515177436578,0.176997084636166,0.0980871551302194,0.0996199543793503,"itt",200,0.8,1,0.5,-0.7,"logit",55
1.20399797578414,0.44976825392113,-0.592843667590241,0.193976618039447,0.10349060251706,0.101638130947167,"pp",200,0.8,1,0.5,-0.7,"logit",55
0.976079452768366,0.649473188338594,-0.931807363042904,0.265453267589062,0.229267172514912,0.280914675248204,"iv",200,0.8,1,0.5,-0.7,"logit",55
0.805066351985428,0.321339466963508,-0.422636770512476,0.186862944735433,0.0946643635914669,0.0898977344401121,"itt",200,0.8,1,0.5,-0.7,"logit",56
1.33071133777428,0.4328103407305,-0.528330950027511,0.204982356142853,0.0967522490907163,0.0963899116043746,"pp",200,0.8,1,0.5,-0.7,"logit",56
1.15494488829045,0.520193228804179,-0.540752443418722,0.232291666458028,0.139729125782993,0.118135971285134,"iv",200,0.8,1,0.5,-0.7,"logit",56
0.806810544871774,0.234341953728835,-0.530950470430341,0.185357969115688,0.113146331588097,0.102046760797596,"itt",200,0.8,1,0.5,-0.7,"logit",57
1.52170117248281,0.360567239665084,-0.638711546554785,0.216068520459536,0.106994414389926,0.115034873084124,"pp",200,0.8,1,0.5,-0.7,"logit",57
1.22082356053211,0.562670489151635,-0.761875892524562,0.266947184110011,0.239418521876516,0.193343915920388,"iv",200,0.8,1,0.5,-0.7,"logit",57
0.773897201247808,0.330350792075581,-0.249066460879841,0.179861916409125,0.0914440705493395,0.0983543112764099,"itt",200,0.8,1,0.5,-0.7,"logit",58
1.4084167704006,0.361280059588191,-0.405111485944164,0.211866299200666,0.0979616133346579,0.120856020154382,"pp",200,0.8,1,0.5,-0.7,"logit",58
1.31057598044729,0.444719843666044,-0.542928256472748,0.290881339156058,0.144791200401148,0.174201050688197,"iv",200,0.8,1,0.5,-0.7,"logit",58
0.546545542827688,0.297669613029891,-0.44977304081201,0.178098321494776,0.102988790776918,0.0943942657871043,"itt",200,0.8,1,0.5,-0.7,"logit",59
1.19948938115985,0.405410943749953,-0.601576618410663,0.20230368627891,0.11011426465562,0.0950372668476835,"pp",200,0.8,1,0.5,-0.7,"logit",59
0.895572204131752,0.506712932446275,-0.829417777045669,0.265650190642926,0.187066541294135,0.214515801325712,"iv",200,0.8,1,0.5,-0.7,"logit",59
0.625023325854953,0.315626802180943,-0.388641914166682,0.178007420630144,0.102394313496198,0.106098397840903,"itt",200,0.8,1,0.5,-0.7,"logit",60
